iter	RMSE
154	0.1930935373
155	0.1919284343
156	0.1907701084
157	0.1896188348
158	0.1884749524
159	0.1873377101
160	0.1862080738
161	0.1850849465
162	0.1839682465
163	0.1828585179
164	0.181755081
165	0.1806587604
166	0.179568846
167	0.1784858812
168	0.1774095104
169	0.1763391526
170	0.17527576
171	0.1742190099
172	0.1731681164
173	0.17212381
174	0.1710858905
175	0.1700539648
176	0.1690283128
177	0.1680090485
178	0.1669957613
179	0.1659888191
180	0.1649877774
181	0.1639930745
182	0.1630040961
183	0.16202133
184	0.1610445091
185	0.1600732454
186	0.1591081301
187	0.1581487254
188	0.1571953025
189	0.1562474601
190	0.1553052805
191	0.1543688804
192	0.1534380798
193	0.1525130933
194	0.1515936351
195	0.1506796261
196	0.1497712213
197	0.1488682963
198	0.147970826
199	0.1470786468
200	0.1461920426
201	0.1453107547
202	0.1444347674
203	0.1435641124
204	0.1426987892
205	0.1418386241
206	0.1409836198
207	0.1401337688
208	0.1392891038
209	0.1384495386
210	0.1376149663
211	0.1367855233
212	0.1359610134
213	0.1351415132
214	0.1343269616
215	0.133517247
216	0.1327125548
217	0.1319126463
218	0.1311176018
219	0.1303273071
220	0.1295417824
221	0.128761046
222	0.1279848189
223	0.1272134863
224	0.1264466994
225	0.1256845973
226	0.1249271283
227	0.1241742538
228	0.1234259125
229	0.1226821009
230	0.121942712
231	0.1212078328
232	0.120477377
233	0.1197513071
234	0.1190296733
235	0.1183123664
236	0.1175994139
237	0.11689068
238	0.1161863147
239	0.1154861841
240	0.1147902752
241	0.1140985489
242	0.1134109744
243	0.1127274533
244	0.1120482023
245	0.1113730404
246	0.1107019549
247	0.1100348736
248	0.1093718355
249	0.1087127528
250	0.1080575589
251	0.1074064701
252	0.1067593175
253	0.1061160253
254	0.1054763828
255	0.1048406225
256	0.1042088253
257	0.1035809364
258	0.1029564978
259	0.1023361831
260	0.1017196117
261	0.1011066904
262	0.1004974075
263	0.09989179786
264	0.09928996437
265	0.0986917184
266	0.09809701837
267	0.09750588818
268	0.09691844673
269	0.09633446732
270	0.09575409292
271	0.09517722077
272	0.09460383022
273	0.09403389873
274	0.0934674063
275	0.0929043321
276	0.09234427175
277	0.09178790137
278	0.09123473073
279	0.09068499976
280	0.09013859257
281	0.08959558664
282	0.08905585575
283	0.0885193823
284	0.08798593131
285	0.08745574077
286	0.08692887098
287	0.08640499978
288	0.08588450693
289	0.08536711034
290	0.08485270142
291	0.08434156931
292	0.08383338388
293	0.08332816654
294	0.08282612608
295	0.08232719097
296	0.08183103609
297	0.08133811735
298	0.08084794906
299	0.080360767
300	0.07987669318
301	0.07939550252
302	0.07891725075
303	0.07844190515
304	0.07796942725
305	0.07749975204
306	0.0770328533
307	0.07656874272
308	0.0761075245
309	0.07564896784
310	0.07519332924
311	0.07474034797
312	0.07429000551
313	0.07384256179
314	0.07339779623
315	0.07295551326
316	0.07251611637
317	0.07207914721
318	0.07164493643
319	0.07121334757
320	0.0707843699
321	0.07035769386
322	0.06993374391
323	0.0695122925
324	0.06909337486
325	0.06867712188
326	0.06826321494
327	0.06785205469
328	0.06744325501
329	0.06703707177
330	0.06663314935
331	0.06623175178
332	0.06583278727
333	0.06543631834
334	0.06504224131
335	0.06465053634
336	0.06426101653
337	0.06387402701
338	0.06348929665
339	0.06310696166
340	0.06272676293
341	0.06234878927
342	0.06197325019
343	0.06159992956
344	0.06122898428
345	0.06086027699
346	0.06049364957
347	0.06012937632
348	0.0597671968
349	0.05940710249
350	0.05904937352
351	0.05869380955
352	0.05834038798
353	0.0579889723
354	0.05763955889
355	0.057292489
356	0.05694751874
357	0.05660463055
358	0.05626381121
359	0.05592500297
360	0.05558789127
361	0.05525320078
362	0.05492047115
363	0.05458980689
364	0.05426103813
365	0.05393432129
366	0.05360960294
367	0.05328684632
368	0.05296584447
369	0.05264666171
370	0.05232943823
371	0.05201403276
372	0.05170088798
373	0.05138942496
374	0.05108004629
375	0.05077248531
376	0.05046682867
377	0.05016295351
378	0.04986096728
379	0.04956060726
380	0.04926224515
381	0.0489655677
382	0.04867057907
383	0.04837758916
384	0.04808620574
385	0.04779674152
386	0.04750866118
387	0.04722268347
388	0.04693841108
389	0.0466557951
390	0.04637494298
391	0.04609580579
392	0.04581818819
393	0.04554221775
394	0.04526792089
395	0.04499541012
396	0.0447245911
397	0.04445540659
398	0.04418761856
399	0.04392138436
400	0.04365704069
401	0.04339429045
402	0.04313270845
403	0.04287290102
404	0.04261482678
405	0.04235835369
406	0.04210301844
407	0.04184963502
408	0.04159776588
409	0.04134741733
410	0.04109830873
411	0.04085098583
412	0.04060515352
413	0.04036038499
414	0.040117463
415	0.03987605468
416	0.03963589192
417	0.03939729189
418	0.0391601818
419	0.03892441003
420	0.03869015735
421	0.03845693661
422	0.03822549456
423	0.03799520562
424	0.03776657886
425	0.03753931982
426	0.03731329837
427	0.03708866046
428	0.03686526687
429	0.03664333166
430	0.03642263671
431	0.03620339502
432	0.03598514244
433	0.03576843431
434	0.03555303494
435	0.03533914073
436	0.03512612345
437	0.03491480139
438	0.03470460395
439	0.03449582511
440	0.03428830702
441	0.03408203954
442	0.03387702015
443	0.03367302862
444	0.0334703221
445	0.03326886207
446	0.03306859253
447	0.0328695563
448	0.03267183116
449	0.03247518888
450	0.03227965409
451	0.03208529918
452	0.03189212219
453	0.03170010272
454	0.03150944165
455	0.03131949623
456	0.03113101072
457	0.030943663
458	0.03075737592
459	0.0305722837
460	0.03038830884
461	0.03020537607
462	0.03002354857
463	0.02984288639
464	0.02966298801
465	0.02948449877
466	0.0293070871
467	0.02913074651
468	0.02895513909
469	0.02878085536
470	0.0286076247
471	0.02843550337
472	0.02826410189
473	0.0280940306
474	0.02792469148
475	0.02775662474
476	0.02758930964
477	0.02742329744
478	0.02725798247
479	0.02709368853
480	0.02693068864
481	0.02676834598
482	0.02660700591
483	0.02644659901
484	0.02628719681
485	0.02612873887
486	0.0259712383
487	0.02581470825
488	0.02565912354
489	0.02550447845
490	0.0253507673
491	0.02519797249
492	0.02504611166
493	0.02489515687
494	0.02474512494
495	0.02459597084
496	0.02444774463
497	0.02430041174
498	0.02415396669
499	0.02400840959
500	0.02386372034
501	0.02371991579
502	0.02357692381
503	0.0234348176
504	0.02329358922
505	0.02315322433
506	0.02301370696
507	0.02287502146
508	0.02273717536
509	0.02260015979
510	0.0224639816
511	0.02232862562
512	0.02219407533
513	0.02206034697
514	0.02192742887
515	0.0217953125
516	0.02166399379
517	0.02153346791
518	0.02140373007
519	0.02127477551
520	0.02114659951
521	0.02101918579
522	0.02089255278
523	0.02076668429
524	0.02064157572
525	0.02051722246
526	0.02039361996
527	0.02027076369
528	0.02014864913
529	0.02002726186
530	0.01990661732
531	0.01978670115
532	0.01966750967
533	0.01954903708
534	0.01943128209
535	0.01931423568
536	0.01919789592
537	0.01908225852
538	0.01896731926
539	0.01885307392
540	0.01873951831
541	0.01862664827
542	0.01851445967
543	0.01840294838
544	0.01829211032
545	0.01818194144
546	0.01807244024
547	0.01796360047
548	0.01785541497
549	0.01774788264
550	0.01764099952
551	0.01753476172
552	0.01742916533
553	0.01732420648
554	0.01721988404
555	0.01711618877
556	0.01701311957
557	0.01691067548
558	0.01680884713
559	0.0167076336
560	0.01660703117
561	0.01650703922
562	0.01640764797
563	0.01630885685
564	0.01621066222
565	0.0161130605
566	0.01601604811
567	0.0159196215
568	0.01582377713
569	0.0157285115
570	0.01563382111
571	0.01553970251
572	0.01544615223
573	0.01535316686
574	0.01526074298
575	0.01516887723
576	0.01507756623
577	0.01498680663
578	0.01489659512
579	0.01480693211
580	0.01471780685
581	0.01462921983
582	0.01454116781
583	0.01445364755
584	0.01436665585
585	0.01428018954
586	0.01419424837
587	0.01410882332
588	0.0140239142
589	0.01393952067
590	0.01385563411
591	0.01377225423
592	0.01368938159
593	0.01360700959
594	0.01352513142
595	0.01344374781
596	0.01336285953
597	0.01328245612
598	0.01320254218
599	0.01312311013
600	0.01304415872
601	0.0129656805
602	0.01288768031
603	0.01281015141
604	0.01273308684
605	0.01265649098
606	0.01258035884
607	0.01250468673
608	0.01242947188
609	0.01235470721
610	0.01228039855
611	0.01220653794
612	0.01213312463
613	0.01206015499
614	0.01198762632
615	0.01191553598
616	0.01184388133
617	0.01177265975
618	0.01170186862
619	0.01163150535
620	0.01156156738
621	0.01149205214
622	0.01142295708
623	0.01135427968
624	0.01128601742
625	0.01121816781
626	0.01115072835
627	0.01108369659
628	0.01101707007
629	0.01095084634
630	0.010885023
631	0.01081959762
632	0.01075456782
633	0.0106899312
634	0.01062568542
635	0.01056182812
636	0.01049835695
637	0.0104352696
638	0.01037256377
639	0.01031023714
640	0.01024828745
641	0.01018671243
642	0.01012550983
643	0.01006467739
644	0.01000421291
645	0.009944114165
646	0.009884378957
647	0.009825005102
648	0.009765990426
649	0.009707332772
650	0.009649029992
651	0.009591079955
652	0.009533480539
653	0.009476229638
654	0.009419325158
655	0.009362765015
656	0.009306547142
657	0.009250669482
658	0.00919512999
659	0.009139926635
660	0.009085057397
661	0.00903052027
662	0.008976313258
663	0.008922434378
664	0.00886888166
665	0.008815653145
666	0.008762746885
667	0.008710160945
668	0.008657893402
669	0.008605942344
670	0.00855430587
671	0.008502982093
672	0.008451969134
673	0.008401265128
674	0.00835086822
675	0.008300776567
676	0.008250988337
677	0.008201501708
678	0.008152314872
679	0.008103426028
680	0.008054833388
681	0.008006535176
682	0.007958529625
683	0.007910814979
684	0.007863389493
685	0.007816251433
686	0.007769399074
687	0.007722830703
688	0.007676544617
689	0.007630539122
690	0.007584812538
691	0.00753936319
692	0.007494189418
693	0.007449289568
694	0.007404661999
695	0.007360305079
696	0.007316217185
697	0.007272396705
698	0.007228842037
699	0.007185551587
700	0.007142523774
701	0.007099757022
702	0.007057249768
703	0.007015000457
704	0.006973007545
705	0.006931269496
706	0.006889784782
707	0.006848551888
708	0.006807569306
709	0.006766835536
710	0.006726349088
711	0.006686108483
712	0.006646112249
713	0.006606358923
714	0.006566847052
715	0.006527575189
716	0.0064885419
717	0.006449745757
718	0.006411185341
719	0.006372859242
720	0.006334766058
721	0.006296904396
722	0.006259272872
723	0.00622187011
724	0.006184694741
725	0.006147745406
726	0.006111020755
727	0.006074519444
728	0.006038240137
729	0.006002181509
730	0.005966342241
731	0.005930721022
732	0.00589531655
733	0.005860127529
734	0.005825152673
735	0.005790390703
736	0.005755840348
737	0.005721500344
738	0.005687369434
739	0.005653446372
740	0.005619729917
741	0.005586218834
742	0.0055529119
743	0.005519807895
744	0.005486905609
745	0.00545420384
746	0.005421599974
747	0.005389195467
748	0.005356989102
749	0.005324979672
750	0.00529316598
751	0.005261546833
752	0.00523012105
753	0.005198887454
754	0.005167844879
755	0.005136992165
756	0.00510632816
757	0.00507585172
758	0.005045561707
759	0.005015456992
760	0.004985536453
761	0.004955798976
762	0.004926243452
763	0.004896868781
764	0.00486767387
765	0.004838706671
766	0.004809916504
767	0.004781302311
768	0.004752863041
769	0.004724597649
770	0.004696505096
771	0.004668584349
772	0.004640834382
773	0.004613254177
774	0.004585842721
775	0.004558599005
776	0.00453152203
777	0.004504610801
778	0.00447786433
779	0.004451281635
780	0.004424861739
781	0.004398603673
782	0.004372506472
783	0.004346569179
784	0.004320790841
785	0.004295188189
786	0.004269724672
787	0.004244417295
788	0.004219265128
789	0.004194284287
790	0.004169439531
791	0.004144764152
792	0.004120240208
793	0.004095866801
794	0.004071643039
795	0.004047568036
796	0.004023640911
797	0.003999860787
798	0.003976226794
799	0.003952738068
800	0.003929393747
801	0.003906192979
802	0.003883134913
803	0.003860218705
804	0.003837443517
805	0.003814808514
806	0.003792312869
807	0.003769955757
808	0.00374773636
809	0.003725653864
810	0.003703707461
811	0.003681896348
812	0.003660219725
813	0.003638576889
814	0.00361716625
815	0.003595887732
816	0.003574740557
817	0.003553723949
818	0.00353283714
819	0.003511978065
820	0.003491347933
821	0.003470845315
822	0.003450469462
823	0.003430219626
824	0.003410095065
825	0.00338999234
826	0.003370093878
827	0.003350318666
828	0.003330665976
829	0.00331115575
830	0.00329176644
831	0.003272497335
832	0.00325334773
833	0.003234316923
834	0.003215404215
835	0.003196608914
836	0.003177822787
837	0.003159237719
838	0.003140768178
839	0.00312241348
840	0.00310417295
841	0.003086045916
842	0.003068052001
843	0.003050170094
844	0.00303239954
845	0.003014739687
846	0.002997189887
847	0.002979749495
848	0.002962417873
849	0.002945194383
850	0.002927963594
851	0.002910932145
852	0.002894007112
853	0.002877187869
854	0.002860473797
855	0.002843864278
856	0.002827378788
857	0.00281099648
858	0.002794716751
859	0.002778539003
860	0.002762462642
861	0.002746487078
862	0.002730611723
863	0.002714714252
864	0.002699015542
865	0.002683415463
866	0.002667913437
867	0.002652508892
868	0.002637201259
869	0.002621981321
870	0.002606885305
871	0.002591884371
872	0.002576977967
873	0.002562165546
874	0.002547446561
875	0.002532692342
876	0.00251813697
877	0.002503673575
878	0.002489292747
879	0.002475011217
880	0.002460811335
881	0.002446729896
882	0.002432737646
883	0.002418702756
884	0.002404865744
885	0.00239111654
886	0.002377445687
887	0.002363861765
888	0.002350371968
889	0.002336959778
890	0.002323527445
891	0.002310291921
892	0.002297132818
893	0.002284064965
894	0.00227107269
895	0.00225817058
896	0.002245343214
897	0.002232489329
898	0.002219831347
899	0.002207253022
900	0.002194748763
901	0.002182324681
902	0.002169870468
903	0.002157610509
904	0.002145422487
905	0.002133318969
906	0.002121291997
907	0.002109342405
908	0.002097463452
909	0.00208554851
910	0.002073821147
911	0.002062195795
912	0.002050507049
913	0.002039009613
914	0.002027580344
915	0.002016230602
916	0.002004953342
917	0.001993743648
918	0.001982492797
919	0.001971432559
920	0.001960443235
921	0.001949525329
922	0.001938672407
923	0.001927916372
924	0.001917088513
925	0.001906471257
926	0.001895923213
927	0.001885443986
928	0.001875033187
929	0.001864690425
930	0.00185427177
931	0.001844041644
932	0.001833899701
933	0.001823824263
934	0.001813814951
935	0.001803871393
936	0.00179384791
937	0.001784012017
938	0.001774240939
939	0.001764527412
940	0.00175488436
941	0.001745298248
942	0.001735781775
943	0.001726327397
944	0.0017169357
945	0.001707599657
946	0.001698202758
947	0.001688989314
948	0.001679864331
949	0.001670650674
950	0.001661624311
951	0.001652652044
952	0.001643745278
953	0.001634897434
954	0.00162610298
955	0.001617243421
956	0.001608570939
957	0.001599956148
958	0.001591393349
959	0.001582888219
960	0.001574315168
961	0.001565928126
962	0.001557597332
963	0.001549317374
964	0.001541119814
965	0.001532825265
966	0.001524715867
967	0.001516661264
968	0.001508655845
969	0.001500709954
970	0.001492818045
971	0.00148497415
972	0.001477055183
973	0.001469317049
974	0.001461636323
975	0.001454008254
976	0.001446427152
977	0.0014387684
978	0.001431294492
979	0.001423872165
980	0.001416495575
981	0.001409040248
982	0.001401764166
983	0.001394542269
984	0.001387370706
985	0.001380243894
986	0.001373035889
987	0.001366010556
988	0.001359034539
989	0.001352102101
990	0.001345222045
991	0.001338390592
992	0.001331601661
993	0.001324727081
994	0.001318032061
995	0.001311387496
996	0.001304790376
997	0.00129823488
998	0.001291591452
999	0.001285130564
